9.1	0.482	1.57E-05	0.019006788	9.638290236
9.27	0.999	7.40E-05	-0.340318952	0.392283463
6.61	-0.019	8.76E-05	0.678222363	386.9011317
8.06	0.37	0.000148954	-0.905713232	9.36698878
8.55	0.902	0.000174033	-0.708450127	21.99885109
12.31	1.336	0.000326224	0.06887868	0.031419553
9.64	0.74	0.000384723	0.34969616	0.406256198
9.05	1.102	0.000477138	0.45180397	8.425583753
8.59	1.067	0.000616563	0.63854543	56.33781509
8.59	0.489	0.000634526	-0.887796216	2.721447746
7.34	0.081	0.000651423	0.81925749	57.75638464
8.43	1.484	0.00071389	-0.627624326	35.02676269
8.8	1.128	0.000727804	-0.394351996	2630267.992
7.25	1.2	0.000845121	-0.006291031	46.43014073
8.6	1.166	0.000878643	0.886473445	86.69618758
8.15	0.425	0.000890391	-0.701489583	8.904304436
11.71	0.421	0.000908165	-0.95843644	10.19529978
11.03	1.567	0.000922056	-0.070750068	0.067732951
6.53	0.955	0.000930449	0.668531784	132.3122333
8.51	0.516	0.00110022	0.4106625	3.206269325
7.55	1.438	0.001158655	0.139752594	29.84008116
8.69	0.962	0.001223765	-0.861359529	29.51209227
7.57	0.456	0.001301332	0.232342318	6.081350013
9.05	0.528	0.001332711	-0.409326747	2.324877102
6.28	0.763	0.001387661	-0.773016124	17.73372625
9.13	0.535	0.001467728	-0.233758542	1.971514611
9.32	0.671	0.001497495	-0.720782814	1.887991349
8.83	0.468	0.001522312	-0.756806541	10.03690931
9.14	1.041	0.001609129	-0.857095331	32.56866822
8.26	0.142	0.001677524	0.735507475	25.84639636
7.63	1.453	0.001711853	0.046695886	72.71098032
9.09	0.04	0.001720594	0.90651506	21.93814992
8.1	0.466	0.001730876	-0.182603059	6.486344335
6.43	0.514	0.001737862	0.469809617	12.98972629
9.07	0.916	0.001796899	-0.25290666	4.333112852
7.68	1.15	0.001804605	0.214101767	25.11886432
10.44	0.391	0.001838443	-0.823438778	8.456682001
8.65	0.778	0.001945017	-1.379891914	0.540505354
7.46	0.475	0.00195955	-0.291417786	7.73392578
8.7	0.026	0.002034492	0.947752818	38.40608157
10.61	0.57	0.002128644	1.173154183	496592.3215
8.2	0.387	0.002189287	0.451076239	12.20112847
6.18	1.032	0.002249608	1.039512505	54.55065882
7.91	1.104	0.002316911	-0.057706218	67.23571072
8.57	1.035	0.002348882	-0.44719324	225.7355711
10.78	1.15	0.002357675	-0.991968391	0.070534241
7.31	1.164	0.002360252	-0.710182746	467.3045396
9.53	0.45	0.002435875	0.290929783	18.98453657
6.49	0.616	0.002495807	-0.926729909	7.798301105
8.94	0.906	0.002503066	0.018608921	2312064.79
8.56	0.196	0.002560588	-1.34425462	14.41451386
